Category,Name,Marked Price,Min Discounted Price,Description,Image URLs
Kick Targets,Kick Pad RED SUN CLUB SINGLE,800.0,800.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil the needs of its growing customers.Red Sun’s Kick pad has a single file thus are very much popular in karate and taekwondo. They are lightweight and give a good feel to the users. It is ideally designed for beginners and intermediate level users for their training.",https://sportscenter.com.np/wp-content/uploads/2021/06/kick-pad-red-sun-single-2-600x600.jpg
Kick Targets,Kick Pad WTF,1760.0,1760.0,A kick Pad with a sturdy double file for training kicks. Ideally for intermediate level players training.,https://sportscenter.com.np/wp-content/uploads/2021/06/kick-pad-WTF-1-600x600.jpg
Martial Arts Equipment,Boxing Coach Vest USI UNIVERSAL Neon,9869.0,9869.0,Great Mitts’ work needs the right practice and a nice coach. What you also need is proper boxing training equipment.USI Universal will in no way disappoint you. A true training partner to help you reach 100.Coach vest is good for simulating your mitts work and training.Not just for boxing but can be used by other martial arts disciplines as well.,https://sportscenter.com.np/wp-content/uploads/2020/10/coach-vest-1-600x600.jpg
Martial Arts Equipment,Judo Mat Vixen 20MM (1M X 1M) (Pack of 10),25300.0,25300.0,"Sports Center has been in Business with Bhalla Sports PVT Ltd since the start of the business. Vixen is a very well perceived brand by Bhalla Sports PVT Ltd in Nepal. It’s a 50+ years company and is continuing the business. Vixen Sports sells all sorts of sporting goods from Football, indoor games to physical fitness items. It’s one company that has a wide variety of goods under its belt. Vixen brand has quality, is reasonably priced and is a leader in innovative products that surpasses the expectation of the users.Interlocking Judo Mats have a multipurpose use. They can be used for aerobics, martial arts, boxing or other physical activities as well.",https://sportscenter.com.np/wp-content/uploads/2022/07/Judo-Mats-1-600x600.jpg
Martial Arts Equipment,Muay Thai Shin Pads USI Universal,1835.0,1835.0,"USI Universal Shin Pads have been specially curated to meet the demands of the Martial Artists. Specially designed for MMA, Muay Thai, and Kick Boxing Martial Arts Discipline.",https://sportscenter.com.np/wp-content/uploads/2024/09/Muay-thai-SHin-Pads-USI-600x600.jpg
Martial Arts Equipment,Nanchaku RED SUN FOAM HANDLES,400.0,400.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.These Nunchakus have Foam Handles and are built from Hollow steel tubes and thus are light. They are ideal for beginners and for training use. These Nunchakus forgive you when mistakes are made. Foam pads absorb the shock and thus it hurts less when you get hit by it while using it.",https://sportscenter.com.np/wp-content/uploads/2021/01/nanchakus-foam-1-1-600x600.jpg
Martial Arts Equipment,Nanchaku USI UNIVERSAL Foam Handle,2253.0,1837.0,The nunchaku is most widely used in martial arts such as Okinawan kobudō and karate. Its intended use is as a training weapon since it allows the development of quicker hand movements and improves posture.Training with Nunchucks improves an individual’s coordination up to a great extent. Coordination helps us control our bodies properly and carry out activities in a proper manner. It also helps us to deliver the right responses on time.,https://sportscenter.com.np/wp-content/uploads/2020/11/nanchaku-1-1-600x600.jpg
Martial Arts Equipment,Nanchakus RED SUN Rubber,677.0,677.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.Rubber nunchakus are for serious learners/ training. They are as solid and hold weight as the steel ones but when you get hit it’s not as painful as the steel or the wooden ones. Thus are ideal for training and learning new moves. Sports Center recommends the rubber Nunchakus for serious learners and beginners ideally for training.",https://sportscenter.com.np/wp-content/uploads/2021/01/nanchaku-rubber-1-600x600.jpg
Martial Arts Equipment,Nanchakus RED SUN STEEL,225.0,225.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.Its is the most economical Nunchakus that we are selling our store. Its made of steel is powder-coated coloured and lightweight. Sports Center recommends the nunchakus for beginners and junior level users ideally for training.",https://sportscenter.com.np/wp-content/uploads/2021/01/Nanchaku-steel-2-1-600x600.jpg
Martial Arts Equipment,Nanchakus RED SUN WOODEN,400.0,400.0,"Sports Center has been in business with Sealand Traders of Meerut India with their Brand “Red Sun” since the start of our store more than 40 years back. Red Sun brand is a very well perceived brand in the country, especially with its weight plates, barbells, dumbbells, carrom boards to name a few. For its quality products Red Sun brand has been able to create good brand equity in the market. With its new introductions and innovative products being introduced in the market at reasonable rates Red Sun brand is here to stay in Nepal and fulfil at the needs of its growing customers.The Wooden handles nunchakus have a perfect weight balance and feel thus are the most preferred nunchakus that we sell in our store. Sports Center recommends the wooden nunchakus for intermediate to advanced level users who have experience in using them.",https://sportscenter.com.np/wp-content/uploads/2021/01/nanchaku-wooden-2-600x600.jpg
Martial Arts Uniform,Boxing Shorts USI UNIVERSAL Pro,1982.0,1982.0,"Boxing Shorts to be worn in Professional Boxing Bouts. Like the way, it should be made following the traditional cut style.",https://sportscenter.com.np/wp-content/uploads/2020/10/boxing-shorts-usi-4-1-600x600.jpg
Martial Arts Uniform,MMA Compression USI UNIVERSAL SNAKE,2418.0,2418.0,USI UNIVERSAL is a maverick in Martial Arts and Fitness. They are the top-ranked in the field. They have a well-established history that defines their products. USI MMA Compression offers the best value for money. Their products are top-notch and are built robustly. MMA Compression is the best thing you can wear for training and bout. They hold the groin guard in place to keep the package safe. They are made of 4-way stretch fabric and will last for a very long time.,https://sportscenter.com.np/wp-content/uploads/2021/07/SNAKE-COMPRESSION-2-600x600.jpg
Martial Arts Uniform,MMA Compression USI UNIVERSAL WEREWOLF,2418.0,2418.0,USI UNIVERSAL is a maverick in Martial Arts and Fitness. They are the top-ranked in the field. They have a well-established history that defines their products.USI MMA Compression offers the best value for money. Their products are top-notch and are built robustly. MMA Compression is the best thing you can wear for training and bout. They hold the groin guard in place to keep the package safe. They are made of 4-way stretch fabric and will last for a very long time.,https://sportscenter.com.np/wp-content/uploads/2021/07/WAREWOLF-COMPRESSION-600x600.jpg
Martial Arts Uniform,MMA Shorts USI UNIVERSAL,2178.0,2178.0,"Bullseye, it’s the best thing that you can get hold off. Screams quality and comfortable as hell.",https://sportscenter.com.np/wp-content/uploads/2020/10/mma-shortsz-1-600x600.jpg
Martial Arts Uniform,Muay Thai Shorts USI UNIVERSAL 410MT,1914.0,1914.0,Very much comforting to your body and made with a polyester satin weave. Its the best you can get your hands on.,https://sportscenter.com.np/wp-content/uploads/2021/07/muay-thai-shorts--600x600.jpg
Martial Arts Uniform,Muay Thai Shorts USI UNIVERSAL NEON,2634.0,2634.0,USI UNIVERSAL is a maverick in Martial Arts and Fitness. They are the top-ranked in the field. They have a well-established history that defines their products.USI Muay Thai Shorts Neon is a premium offering from USI. Very much comforting to your body and made with a polyester satin weave. It’s the best you can get your hands on.,https://sportscenter.com.np/wp-content/uploads/2021/07/muay-thai-shorts-neon-600x600.jpg
